Geography,Year,Age Group,Strata,Strata Name,Numerator,Percent
Amador,2017,18 and Over,Race-Ethnicity,African-American,6,
Butte,2017,18 and Over,Race-Ethnicity,African-American,57,200.9
Calaveras,2017,18 and Over,Race-Ethnicity,African-American,7,
California,2017,18 and Over,Race-Ethnicity,African-American,"24,217",138.2
Colusa,2017,18 and Over,Race-Ethnicity,African-American,,
Contra Costa,2017,18 and Over,Race-Ethnicity,African-American,"1,485",184.4
Del Norte,2017,18 and Over,Race-Ethnicity,African-American,,
El Dorado,2017,18 and Over,Race-Ethnicity,African-American,21,178.8
Fresno,2017,18 and Over,Race-Ethnicity,African-American,281,77.1
Glenn,2017,18 and Over,Race-Ethnicity,African-American,6,
Humboldt,2017,18 and Over,Race-Ethnicity,African-American,47,418.7
Imperial,2017,18 and Over,Race-Ethnicity,African-American,17,63.7
Kern,2017,18 and Over,Race-Ethnicity,African-American,540,142.9
Kings,2017,18 and Over,Race-Ethnicity,African-American,95,153.9
Lake,2017,18 and Over,Race-Ethnicity,African-American,26,324.1
Lassen,2017,18 and Over,Race-Ethnicity,African-American,,
Los Angeles,2017,18 and Over,Race-Ethnicity,African-American,"8,182",130.2
Madera,2017,18 and Over,Race-Ethnicity,African-American,37,117.8
Marin,2017,18 and Over,Race-Ethnicity,African-American,52,91.1
Mariposa,2017,18 and Over,Race-Ethnicity,African-American,,
Mendocino,2017,18 and Over,Race-Ethnicity,African-American,15,307.7
Merced,2017,18 and Over,Race-Ethnicity,African-American,155,223.3
Mono,2017,18 and Over,Race-Ethnicity,African-American,,
Monterey,2017,18 and Over,Race-Ethnicity,African-American,79,80.6
Napa,2017,18 and Over,Race-Ethnicity,African-American,18,95.4
Nevada,2017,18 and Over,Race-Ethnicity,African-American,,
Orange,2017,18 and Over,Race-Ethnicity,African-American,380,90.1
Placer,2017,18 and Over,Race-Ethnicity,African-American,44,107.2
Plumas,2017,18 and Over,Race-Ethnicity,African-American,,
Riverside,2017,18 and Over,Race-Ethnicity,African-American,"1,238",111.6
Sacramento,2017,18 and Over,Race-Ethnicity,African-American,"2,317",199.1
San Bernardino,2017,18 and Over,Race-Ethnicity,African-American,"1,540",108.3
San Diego,2017,18 and Over,Race-Ethnicity,African-American,"1,172",103.3
San Francisco,2017,18 and Over,Race-Ethnicity,African-American,781,226.5
San Joaquin,2017,18 and Over,Race-Ethnicity,African-American,829,203.2
San Luis Obispo,2017,18 and Over,Race-Ethnicity,African-American,29,52.9
San Mateo,2017,18 and Over,Race-Ethnicity,African-American,115,75.4
Santa Barbara,2017,18 and Over,Race-Ethnicity,African-American,61,95.4
Santa Clara,2017,18 and Over,Race-Ethnicity,African-American,414,115.3
Santa Cruz,2017,18 and Over,Race-Ethnicity,African-American,13,55.1
Shasta,2017,18 and Over,Race-Ethnicity,African-American,20,182.5
Siskiyou,2017,18 and Over,Race-Ethnicity,African-American,,
Solano,2017,18 and Over,Race-Ethnicity,African-American,951,197.7
Sonoma,2017,18 and Over,Race-Ethnicity,African-American,84,139
Stanislaus,2017,18 and Over,Race-Ethnicity,African-American,229,202.2
Sutter,2017,18 and Over,Race-Ethnicity,African-American,28,223.4
Tehama,2017,18 and Over,Race-Ethnicity,African-American,9,
Trinity,2017,18 and Over,Race-Ethnicity,African-American,,
Tulare,2017,18 and Over,Race-Ethnicity,African-American,39,99
Tuolumne,2017,18 and Over,Race-Ethnicity,African-American,,
Ventura,2017,18 and Over,Race-Ethnicity,African-American,84,73.8
Yolo,2017,18 and Over,Race-Ethnicity,African-American,59,138.5
Yuba,2017,18 and Over,Race-Ethnicity,African-American,22,158.1
Alameda,2017,18 and Over,Race-Ethnicity,Hispanic,"1,013",37.6
Amador,2017,18 and Over,Race-Ethnicity,Hispanic,22,60.3
Butte,2017,18 and Over,Race-Ethnicity,Hispanic,87,32.5
Calaveras,2017,18 and Over,Race-Ethnicity,Hispanic,7,
California,2017,18 and Over,Race-Ethnicity,Hispanic,"39,070",35.5
Colusa,2017,18 and Over,Race-Ethnicity,Hispanic,10,
Contra Costa,2017,18 and Over,Race-Ethnicity,Hispanic,"1,192",57.1
Del Norte,2017,18 and Over,Race-Ethnicity,Hispanic,11,
El Dorado,2017,18 and Over,Race-Ethnicity,Hispanic,57,32.4
Fresno,2017,18 and Over,Race-Ethnicity,Hispanic,"1,878",53.2
Glenn,2017,18 and Over,Race-Ethnicity,Hispanic,27,34
Humboldt,2017,18 and Over,Race-Ethnicity,Hispanic,59,47.4
Imperial,2017,18 and Over,Race-Ethnicity,Hispanic,497,44.1
Inyo,2017,18 and Over,Race-Ethnicity,Hispanic,17,56.4
Kern,2017,18 and Over,Race-Ethnicity,Hispanic,"1,131",34.9
Kings,2017,18 and Over,Race-Ethnicity,Hispanic,248,45.7
Lake,2017,18 and Over,Race-Ethnicity,Hispanic,70,79.4
Lassen,2017,18 and Over,Race-Ethnicity,Hispanic,8,
Los Angeles,2017,18 and Over,Race-Ethnicity,Hispanic,"13,450",36.9
Madera,2017,18 and Over,Race-Ethnicity,Hispanic,240,40.4
Marin,2017,18 and Over,Race-Ethnicity,Hispanic,73,23.7
Mariposa,2017,18 and Over,Race-Ethnicity,Hispanic,,
Mendocino,2017,18 and Over,Race-Ethnicity,Hispanic,71,45.7
Merced,2017,18 and Over,Race-Ethnicity,Hispanic,639,59.2
Modoc,2017,18 and Over,Race-Ethnicity,Hispanic,6,
Mono,2017,18 and Over,Race-Ethnicity,Hispanic,9,
Monterey,2017,18 and Over,Race-Ethnicity,Hispanic,627,35.5
Napa,2017,18 and Over,Race-Ethnicity,Hispanic,108,34
Nevada,2017,18 and Over,Race-Ethnicity,Hispanic,23,31.4
Orange,2017,18 and Over,Race-Ethnicity,Hispanic,"1,847",23.6
Placer,2017,18 and Over,Race-Ethnicity,Hispanic,84,22.2
Plumas,2017,18 and Over,Race-Ethnicity,Hispanic,10,
Riverside,2017,18 and Over,Race-Ethnicity,Hispanic,"2,321",29.6
Sacramento,2017,18 and Over,Race-Ethnicity,Hispanic,"1,389",56.1
San Benito,2017,18 and Over,Race-Ethnicity,Hispanic,133,56.1
San Bernardino,2017,18 and Over,Race-Ethnicity,Hispanic,"2,733",34.2
San Diego,2017,18 and Over,Race-Ethnicity,Hispanic,"1,801",23.4
San Francisco,2017,18 and Over,Race-Ethnicity,Hispanic,406,38.7
San Joaquin,2017,18 and Over,Race-Ethnicity,Hispanic,990,46.4
San Luis Obispo,2017,18 and Over,Race-Ethnicity,Hispanic,85,17.4
San Mateo,2017,18 and Over,Race-Ethnicity,Hispanic,596,40.9
Santa Barbara,2017,18 and Over,Race-Ethnicity,Hispanic,355,24.3
Santa Clara,2017,18 and Over,Race-Ethnicity,Hispanic,"1,551",41.2
Santa Cruz,2017,18 and Over,Race-Ethnicity,Hispanic,152,23.3
Shasta,2017,18 and Over,Race-Ethnicity,Hispanic,26,21
Sierra,2017,18 and Over,Race-Ethnicity,Hispanic,,
Siskiyou,2017,18 and Over,Race-Ethnicity,Hispanic,,
Solano,2017,18 and Over,Race-Ethnicity,Hispanic,495,61.8
Sonoma,2017,18 and Over,Race-Ethnicity,Hispanic,308,33.7
Stanislaus,2017,18 and Over,Race-Ethnicity,Hispanic,730,43.2
Sutter,2017,18 and Over,Race-Ethnicity,Hispanic,48,24.1
Tehama,2017,18 and Over,Race-Ethnicity,Hispanic,59,52.2
Trinity,2017,18 and Over,Race-Ethnicity,Hispanic,,
Tulare,2017,18 and Over,Race-Ethnicity,Hispanic,428,21.1
Tuolumne,2017,18 and Over,Race-Ethnicity,Hispanic,9,
Ventura,2017,18 and Over,Race-Ethnicity,Hispanic,670,25.7
Yolo,2017,18 and Over,Race-Ethnicity,Hispanic,186,39.5
Yuba,2017,18 and Over,Race-Ethnicity,Hispanic,43,35.3
Alameda,2017,18 and Over,Race-Ethnicity,White,"1,140",25.2
Amador,2017,18 and Over,Race-Ethnicity,White,100,48.2
Butte,2017,18 and Over,Race-Ethnicity,White,515,45.8
Calaveras,2017,18 and Over,Race-Ethnicity,White,128,56.7
California,2017,18 and Over,Race-Ethnicity,White,"34,680",30.6
Colusa,2017,18 and Over,Race-Ethnicity,White,9,
Contra Costa,2017,18 and Over,Race-Ethnicity,White,"1,241",33.1
Del Norte,2017,18 and Over,Race-Ethnicity,White,75,74.6
El Dorado,2017,18 and Over,Race-Ethnicity,White,353,37.6
Fresno,2017,18 and Over,Race-Ethnicity,White,"1,074",50.6
Glenn,2017,18 and Over,Race-Ethnicity,White,64,57.4
Humboldt,2017,18 and Over,Race-Ethnicity,White,494,68
Imperial,2017,18 and Over,Race-Ethnicity,White,83,60.1
Inyo,2017,18 and Over,Race-Ethnicity,White,46,72.5
Kern,2017,18 and Over,Race-Ethnicity,White,821,37
Kings,2017,18 and Over,Race-Ethnicity,White,210,59.4
Lake,2017,18 and Over,Race-Ethnicity,White,259,78.9
Lassen,2017,18 and Over,Race-Ethnicity,White,74,49.5
Los Angeles,2017,18 and Over,Race-Ethnicity,White,"5,563",25.7
Madera,2017,18 and Over,Race-Ethnicity,White,129,35.4
Marin,2017,18 and Over,Race-Ethnicity,White,249,17.4
Mariposa,2017,18 and Over,Race-Ethnicity,White,36,41.9
Mendocino,2017,18 and Over,Race-Ethnicity,White,261,71.6
Merced,2017,18 and Over,Race-Ethnicity,White,329,62.9
Modoc,2017,18 and Over,Race-Ethnicity,White,28,70
Mono,2017,18 and Over,Race-Ethnicity,White,14,25.2
Monterey,2017,18 and Over,Race-Ethnicity,White,376,38.4
Napa,2017,18 and Over,Race-Ethnicity,White,219,42.5
Nevada,2017,18 and Over,Race-Ethnicity,White,195,37.3
Orange,2017,18 and Over,Race-Ethnicity,White,"2,304",22.4
Placer,2017,18 and Over,Race-Ethnicity,White,617,30.1
Plumas,2017,18 and Over,Race-Ethnicity,White,42,46.1
Riverside,2017,18 and Over,Race-Ethnicity,White,"2,150",34.6
Sacramento,2017,18 and Over,Race-Ethnicity,White,"2,228",42.7
San Benito,2017,18 and Over,Race-Ethnicity,White,65,46.7
San Bernardino,2017,18 and Over,Race-Ethnicity,White,"1,784",38.9
San Diego,2017,18 and Over,Race-Ethnicity,White,"2,208",18.5
San Francisco,2017,18 and Over,Race-Ethnicity,White,612,20.1
San Joaquin,2017,18 and Over,Race-Ethnicity,White,857,49.5
San Luis Obispo,2017,18 and Over,Race-Ethnicity,White,366,27
San Mateo,2017,18 and Over,Race-Ethnicity,White,527,22.1
Santa Barbara,2017,18 and Over,Race-Ethnicity,White,411,26.1
Santa Clara,2017,18 and Over,Race-Ethnicity,White,"1,112",22.2
Santa Cruz,2017,18 and Over,Race-Ethnicity,White,296,24.9
Shasta,2017,18 and Over,Race-Ethnicity,White,389,40.2
Sierra,2017,18 and Over,Race-Ethnicity,White,,
Siskiyou,2017,18 and Over,Race-Ethnicity,White,88,38.5
Solano,2017,18 and Over,Race-Ethnicity,White,804,65.5
Sonoma,2017,18 and Over,Race-Ethnicity,White,880,36.2
Stanislaus,2017,18 and Over,Race-Ethnicity,White,854,51.4
Sutter,2017,18 and Over,Race-Ethnicity,White,75,23.5
Tehama,2017,18 and Over,Race-Ethnicity,White,127,44.9
Trinity,2017,18 and Over,Race-Ethnicity,White,36,48.9
Tulare,2017,18 and Over,Race-Ethnicity,White,216,24.6
Tuolumne,2017,18 and Over,Race-Ethnicity,White,165,57.3
Ventura,2017,18 and Over,Race-Ethnicity,White,901,32.5
Yolo,2017,18 and Over,Race-Ethnicity,White,274,37
Yuba,2017,18 and Over,Race-Ethnicity,White,155,49.1
Alameda,2017,18 and Over,Sex,Female,"3,441",51.9
Amador,2017,18 and Over,Sex,Female,79,65.9
Butte,2017,18 and Over,Sex,Female,395,49.3
Calaveras,2017,18 and Over,Sex,Female,101,69.8
California,2017,18 and Over,Sex,Female,"68,393",45.8
Colusa,2017,18 and Over,Sex,Female,12,16.4
Contra Costa,2017,18 and Over,Sex,Female,"2,749",63.2
Del Norte,2017,18 and Over,Sex,Female,73,91.7
El Dorado,2017,18 and Over,Sex,Female,324,51
Fresno,2017,18 and Over,Sex,Female,"2,174",61.6
Glenn,2017,18 and Over,Sex,Female,55,52.5
Humboldt,2017,18 and Over,Sex,Female,408,85.7
Imperial,2017,18 and Over,Sex,Female,351,53.3
Inyo,2017,18 and Over,Sex,Female,54,104.4
Kern,2017,18 and Over,Sex,Female,"1,604",52
Kings,2017,18 and Over,Sex,Female,326,75
Lake,2017,18 and Over,Sex,Female,251,108.1
Lassen,2017,18 and Over,Sex,Female,60,88.8
Los Angeles,2017,18 and Over,Sex,Female,"18,605",46.7
Madera,2017,18 and Over,Sex,Female,260,44.1
Marin,2017,18 and Over,Sex,Female,249,25.3
Mariposa,2017,18 and Over,Sex,Female,27,48.3
Mendocino,2017,18 and Over,Sex,Female,235,77.8
Merced,2017,18 and Over,Sex,Female,714,75.2
Modoc,2017,18 and Over,Sex,Female,35,143.1
Mono,2017,18 and Over,Sex,Female,10,
Monterey,2017,18 and Over,Sex,Female,778,49.8
Napa,2017,18 and Over,Sex,Female,235,42.7
Nevada,2017,18 and Over,Sex,Female,132,41.3
Orange,2017,18 and Over,Sex,Female,"3,333",27.1
Placer,2017,18 and Over,Sex,Female,506,35.4
Plumas,2017,18 and Over,Sex,Female,35,74.6
Riverside,2017,18 and Over,Sex,Female,"3,852",44
Sacramento,2017,18 and Over,Sex,Female,"4,110",72.2
San Benito,2017,18 and Over,Sex,Female,119,56.6
San Bernardino,2017,18 and Over,Sex,Female,"4,222",52.9
San Diego,2017,18 and Over,Sex,Female,"3,967",32.1
San Francisco,2017,18 and Over,Sex,Female,"1,250",35
San Joaquin,2017,18 and Over,Sex,Female,"1,844",68.4
San Luis Obispo,2017,18 and Over,Sex,Female,325,33.6
San Mateo,2017,18 and Over,Sex,Female,992,32.2
Santa Barbara,2017,18 and Over,Sex,Female,544,32.1
Santa Clara,2017,18 and Over,Sex,Female,"2,374",32.1
Santa Cruz,2017,18 and Over,Sex,Female,268,26.4
Shasta,2017,18 and Over,Sex,Female,286,45.1
Sierra,2017,18 and Over,Sex,Female,,
Siskiyou,2017,18 and Over,Sex,Female,68,45.6
Solano,2017,18 and Over,Sex,Female,"1,689",104
Sonoma,2017,18 and Over,Sex,Female,855,44.5
Stanislaus,2017,18 and Over,Sex,Female,"1,199",60.8
Sutter,2017,18 and Over,Sex,Female,115,32.8
Tehama,2017,18 and Over,Sex,Female,134,62.3
Trinity,2017,18 and Over,Sex,Female,28,65.8
Tulare,2017,18 and Over,Sex,Female,697,42.7
Tuolumne,2017,18 and Over,Sex,Female,99,61.8
Ventura,2017,18 and Over,Sex,Female,"1,129",35.3
Yolo,2017,18 and Over,Sex,Female,405,49.5
Yuba,2017,18 and Over,Sex,Female,140,52.4
Alameda,2017,18 and Over,Sex,Male,"2,322",36.3
Amador,2017,18 and Over,Sex,Male,59,40.9
Butte,2017,18 and Over,Sex,Male,315,38.5
Calaveras,2017,18 and Over,Sex,Male,47,30.5
California,2017,18 and Over,Sex,Male,"42,873",28.8
Colusa,2017,18 and Over,Sex,Male,13,16.5
Contra Costa,2017,18 and Over,Sex,Male,"1,753",42.8
Del Norte,2017,18 and Over,Sex,Male,25,23.2
El Dorado,2017,18 and Over,Sex,Male,163,25.8
Fresno,2017,18 and Over,Sex,Male,"1,238",34.7
Glenn,2017,18 and Over,Sex,Male,47,45.1
Humboldt,2017,18 and Over,Sex,Male,270,53.7
Imperial,2017,18 and Over,Sex,Male,249,34.9
Inyo,2017,18 and Over,Sex,Male,24,34.6
Kern,2017,18 and Over,Sex,Male,"1,030",29.6
Kings,2017,18 and Over,Sex,Male,242,38
Lake,2017,18 and Over,Sex,Male,119,50.9
Lassen,2017,18 and Over,Sex,Male,36,22.2
Los Angeles,2017,18 and Over,Sex,Male,"11,838",30.4
Madera,2017,18 and Over,Sex,Male,157,29.1
Marin,2017,18 and Over,Sex,Male,150,15.6
Mariposa,2017,18 and Over,Sex,Male,22,41.4
Mendocino,2017,18 and Over,Sex,Male,140,44.6
Merced,2017,18 and Over,Sex,Male,459,45.8
Modoc,2017,18 and Over,Sex,Male,23,72.4
Mono,2017,18 and Over,Sex,Male,21,42.3
Monterey,2017,18 and Over,Sex,Male,391,22.6
Napa,2017,18 and Over,Sex,Male,150,28.8
Nevada,2017,18 and Over,Sex,Male,94,27.9
Orange,2017,18 and Over,Sex,Male,"1,923",15.9
Placer,2017,18 and Over,Sex,Male,315,23.2
Plumas,2017,18 and Over,Sex,Male,22,30
Riverside,2017,18 and Over,Sex,Male,"2,293",26.4
Sacramento,2017,18 and Over,Sex,Male,"2,850",51.2
San Benito,2017,18 and Over,Sex,Male,83,40.8
San Bernardino,2017,18 and Over,Sex,Male,"2,463",30.9
San Diego,2017,18 and Over,Sex,Male,"2,081",16.5
San Francisco,2017,18 and Over,Sex,Male,948,25.3
San Joaquin,2017,18 and Over,Sex,Male,"1,345",49.5
San Luis Obispo,2017,18 and Over,Sex,Male,205,19.5
San Mateo,2017,18 and Over,Sex,Male,602,21.1
Santa Barbara,2017,18 and Over,Sex,Male,353,19.5
Santa Clara,2017,18 and Over,Sex,Male,"1,657",22.2
Santa Cruz,2017,18 and Over,Sex,Male,214,20.4
Shasta,2017,18 and Over,Sex,Male,207,34.3
Sierra,2017,18 and Over,Sex,Male,,
Siskiyou,2017,18 and Over,Sex,Male,46,31.9
Solano,2017,18 and Over,Sex,Male,962,59.2
Sonoma,2017,18 and Over,Sex,Male,522,27.5
Stanislaus,2017,18 and Over,Sex,Male,757,37.9
Sutter,2017,18 and Over,Sex,Male,68,19.6
Tehama,2017,18 and Over,Sex,Male,77,34.9
Trinity,2017,18 and Over,Sex,Male,17,38
Tulare,2017,18 and Over,Sex,Male,383,23.3
Tuolumne,2017,18 and Over,Sex,Male,83,36.7
Ventura,2017,18 and Over,Sex,Male,627,20.1
Yolo,2017,18 and Over,Sex,Male,195,25.3
Yuba,2017,18 and Over,Sex,Male,105,37.9
Alameda,2017,All Ages,Total Population,All Ages,"8,942",56.3
Alpine,2017,All Ages,Total Population,All Ages,,
Amador,2017,All Ages,Total Population,All Ages,176,56.8
Butte,2017,All Ages,Total Population,All Ages,936,45.3
Calaveras,2017,All Ages,Total Population,All Ages,198,55.1
California,2017,All Ages,Total Population,All Ages,"180,053",46.9
Colusa,2017,All Ages,Total Population,All Ages,62,28.4
Contra Costa,2017,All Ages,Total Population,All Ages,"6,706",62.6
Del Norte,2017,All Ages,Total Population,All Ages,150,61.2
El Dorado,2017,All Ages,Total Population,All Ages,650,40.5
Fresno,2017,All Ages,Total Population,All Ages,"7,783",75.4
Glenn,2017,All Ages,Total Population,All Ages,129,45.6
Humboldt,2017,All Ages,Total Population,All Ages,851,67.1
Imperial,2017,All Ages,Total Population,All Ages,"1,291",65.7
Inyo,2017,All Ages,Total Population,All Ages,110,70.7
Kern,2017,All Ages,Total Population,All Ages,"4,853",52.2
Kings,2017,All Ages,Total Population,All Ages,"1,074",67.9
Lake,2017,All Ages,Total Population,All Ages,482,80.1
Lassen,2017,All Ages,Total Population,All Ages,131,44
Los Angeles,2017,All Ages,Total Population,All Ages,"49,504",50
Madera,2017,All Ages,Total Population,All Ages,979,61.7
Marin,2017,All Ages,Total Population,All Ages,564,23.5
Mariposa,2017,All Ages,Total Population,All Ages,63,46.5
Mendocino,2017,All Ages,Total Population,All Ages,567,70.9
Merced,2017,All Ages,Total Population,All Ages,"2,067",73.9
Modoc,2017,All Ages,Total Population,All Ages,77,106
Mono,2017,All Ages,Total Population,All Ages,40,32
Monterey,2017,All Ages,Total Population,All Ages,"1,916",43.1
Napa,2017,All Ages,Total Population,All Ages,537,40.2
Nevada,2017,All Ages,Total Population,All Ages,306,38.5
Orange,2017,All Ages,Total Population,All Ages,"9,084",29.7
Placer,2017,All Ages,Total Population,All Ages,"1,193",34.7
Plumas,2017,All Ages,Total Population,All Ages,86,63.2
Riverside,2017,All Ages,Total Population,All Ages,"10,076",43.2
Sacramento,2017,All Ages,Total Population,All Ages,"10,129",68.6
San Benito,2017,All Ages,Total Population,All Ages,340,61.2
San Bernardino,2017,All Ages,Total Population,All Ages,"11,204",51.4
San Diego,2017,All Ages,Total Population,All Ages,"10,339",31.7
San Francisco,2017,All Ages,Total Population,All Ages,"3,247",41.7
San Joaquin,2017,All Ages,Total Population,All Ages,"4,881",65.9
San Luis Obispo,2017,All Ages,Total Population,All Ages,800,33.3
San Mateo,2017,All Ages,Total Population,All Ages,"2,346",31.8
Santa Barbara,2017,All Ages,Total Population,All Ages,"1,471",33.5
Santa Clara,2017,All Ages,Total Population,All Ages,"5,865",30.7
Santa Cruz,2017,All Ages,Total Population,All Ages,772,29.8
Shasta,2017,All Ages,Total Population,All Ages,722,45.3
Sierra,2017,All Ages,Total Population,All Ages,,
Siskiyou,2017,All Ages,Total Population,All Ages,159,42.1
Solano,2017,All Ages,Total Population,All Ages,"3,850",91.7
Sonoma,2017,All Ages,Total Population,All Ages,"1,938",41.6
Stanislaus,2017,All Ages,Total Population,All Ages,"3,077",56.6
Sutter,2017,All Ages,Total Population,All Ages,301,31.7
Tehama,2017,All Ages,Total Population,All Ages,350,59.7
Trinity,2017,All Ages,Total Population,All Ages,55,50.1
Tulare,2017,All Ages,Total Population,All Ages,"2,134",43.4
Tuolumne,2017,All Ages,Total Population,All Ages,244,53.6
Ventura,2017,All Ages,Total Population,All Ages,"2,836",34.8
Yolo,2017,All Ages,Total Population,All Ages,894,43.3
Yuba,2017,All Ages,Total Population,All Ages,366,47.9
Alameda,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,36,75
Amador,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Butte,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Calaveras,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
California,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,734,46.1
Contra Costa,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,33,125.5
Del Norte,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,93.1
El Dorado,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Fresno,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,17,28.2
Glenn,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Humboldt,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,24,31.1
Inyo,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,20,121.9
Kern,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Kings,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Lake,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,86.4
Lassen,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Los Angeles,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,57,29.8
Madera,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Marin,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Mariposa,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Mendocino,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,30,87.2
Merced,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Modoc,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Monterey,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Napa,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Nevada,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Orange,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,25.3
Placer,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Plumas,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Riverside,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,45,42.8
Sacramento,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,42,50.5
San Benito,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
San Bernardino,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,151,182.6
San Diego,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,44,30.9
San Francisco,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,27,211.5
San Joaquin,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,45.5
San Luis Obispo,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
San Mateo,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Santa Barbara,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Santa Clara,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Santa Cruz,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Shasta,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,18,46.7
Siskiyou,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,7,
Solano,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,11,
Sonoma,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,23,60.1
Stanislaus,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Sutter,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Tehama,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Trinity,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Tulare,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Tuolumne,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Ventura,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Yolo,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,,
Yuba,2017,All Ages,Race-Ethnicity,American Indian/Alaskan Native,6,
Alameda,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,"1,112",25.2
Amador,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Butte,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,21,25.4
Calaveras,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
California,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,"10,945",21.2
Contra Costa,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,579,34
Del Norte,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
El Dorado,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,21,34.1
Fresno,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,208,21.5
Glenn,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Humboldt,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,14,38.5
Imperial,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Kern,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,98,28.3
Kings,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,9,
Lake,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Lassen,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Los Angeles,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,"2,515",18.6
Madera,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,8,
Marin,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,18,12.2
Mariposa,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Mendocino,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Merced,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,54,29.6
Modoc,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,,
Mono,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,6,
Monterey,2017,All Ages,Race-Ethnicity,Asian/Pacific Islander,67,30.8
